Round Number,Date,Location,Team_1,Team_2
1,8/9/2009,Bulawayo,Zimbabwe,Bangladesh
1,8/9/2009,Colombo (RPS),Sri Lanka,Pakistan
1,8/9/2009,Colombo (RPS),Sri Lanka,Pakistan
1,8/11/2009,Bulawayo,Zimbabwe,Bangladesh
1,8/11/2009,Bulawayo,Zimbabwe,Bangladesh
1,8/14/2009,Bulawayo,Zimbabwe,Bangladesh
1,8/14/2009,Bulawayo,Zimbabwe,Bangladesh
1,8/16/2009,Bulawayo,Zimbabwe,Bangladesh
1,8/16/2009,Bulawayo,Zimbabwe,Bangladesh
1,8/18/2009,Bulawayo,Zimbabwe,Bangladesh
1,8/18/2009,Bulawayo,Zimbabwe,Bangladesh
1,8/19/2009,King City (NW),Canada,Kenya
1,8/21/2009,King City (NW),Canada,Kenya
1,8/22/2009,Aberdeen,Scotland,Ireland
1,8/22/2009,Aberdeen,Scotland,Ireland
1,8/22/2009,King City (NW),Canada,Kenya
1,8/23/2009,Aberdeen,Scotland,Ireland
1,8/23/2009,Aberdeen,Scotland,Ireland
1,8/23/2009,King City (NW),Canada,Kenya
1,8/27/2009,Belfast,Ireland,England
1,8/27/2009,Belfast,Ireland,England
1,8/28/2009,Edinburgh,Scotland,Australia
1,8/28/2009,Edinburgh,Scotland,Australia
1,8/30/2009,Amstelveen,Netherlands,Afghanistan
1,8/30/2009,Amstelveen,Netherlands,Afghanistan
1,9/1/2009,Amstelveen,Netherlands,Afghanistan
1,9/1/2009,Amstelveen,Netherlands,Afghanistan
1,9/4/2009,The Oval,England,Australia
1,9/4/2009,The Oval,England,Australia
1,9/6/2009,Lord's,England,Australia
1,9/6/2009,Lord's,England,Australia
1,9/8/2009,Colombo (RPS),Sri Lanka,New Zealand
1,9/8/2009,Colombo (RPS),Sri Lanka,New Zealand
1,9/9/2009,Southampton,England,Australia
1,9/9/2009,Southampton,England,Australia
1,9/11/2009,Colombo (RPS),India,New Zealand
1,9/11/2009,Colombo (RPS),India,New Zealand
1,9/12/2009,Colombo (RPS),Sri Lanka,India
1,9/12/2009,Colombo (RPS),Sri Lanka,India
1,9/12/2009,Lord's,England,Australia
1,9/12/2009,Lord's,England,Australia
1,9/14/2009,Colombo (RPS),Sri Lanka,India
1,9/14/2009,Colombo (RPS),Sri Lanka,India
1,9/15/2009,Nottingham,England,Australia
1,9/15/2009,Nottingham,England,Australia
1,9/17/2009,Nottingham,England,Australia
1,9/17/2009,Nottingham,England,Australia
1,9/20/2009,Chester-le-Street,England,Australia
1,9/20/2009,Chester-le-Street,England,Australia
1,9/22/2009,Centurion,South Africa,Sri Lanka
1,9/22/2009,Centurion,South Africa,Sri Lanka
1,9/23/2009,Johannesburg,Pakistan,West Indies
1,9/23/2009,Johannesburg,Pakistan,West Indies
1,9/24/2009,Centurion,South Africa,New Zealand
1,9/24/2009,Centurion,South Africa,New Zealand
1,9/25/2009,Johannesburg,England,Sri Lanka
1,9/25/2009,Johannesburg,England,Sri Lanka
1,9/26/2009,Centurion,India,Pakistan
1,9/26/2009,Centurion,India,Pakistan
1,9/26/2009,Johannesburg,Australia,West Indies
1,9/26/2009,Johannesburg,Australia,West Indies
1,9/27/2009,Centurion,South Africa,England
1,9/27/2009,Centurion,South Africa,England
1,9/27/2009,Johannesburg,New Zealand,Sri Lanka
1,9/27/2009,Johannesburg,New Zealand,Sri Lanka
1,9/28/2009,Centurion,Australia,India
1,9/28/2009,Centurion,Australia,India
1,9/29/2009,Johannesburg,England,New Zealand
1,9/29/2009,Johannesburg,England,New Zealand
1,9/30/2009,Johannesburg,India,West Indies
1,9/30/2009,Johannesburg,India,West Indies
1,9/30/2009,Centurion,Australia,Pakistan
1,9/30/2009,Centurion,Australia,Pakistan
1,10/2/2009,Centurion,Australia,England
1,10/2/2009,Centurion,Australia,England
1,10/3/2009,Johannesburg,New Zealand,Pakistan
1,10/3/2009,Johannesburg,New Zealand,Pakistan
1,10/5/2009,Centurion,Australia,New Zealand
1,10/5/2009,Centurion,Australia,New Zealand
1,10/12/2009,Harare,Zimbabwe,Kenya
1,10/12/2009,Harare,Zimbabwe,Kenya
1,10/13/2009,Harare,Zimbabwe,Kenya
1,10/13/2009,Harare,Zimbabwe,Kenya
1,10/15/2009,Harare,Zimbabwe,Kenya
1,10/15/2009,Harare,Zimbabwe,Kenya
1,10/17/2009,Harare,Zimbabwe,Kenya
1,10/17/2009,Harare,Zimbabwe,Kenya
1,10/18/2009,Harare,Zimbabwe,Kenya
1,10/18/2009,Harare,Zimbabwe,Kenya
1,10/25/2009,Vadodara,India,Australia
1,10/25/2009,Vadodara,India,Australia
1,10/27/2009,Dhaka,Bangladesh,Zimbabwe
1,10/27/2009,Dhaka,Bangladesh,Zimbabwe
1,10/28/2009,Nagpur,India,Australia
1,10/28/2009,Nagpur,India,Australia
1,10/29/2009,Dhaka,Bangladesh,Zimbabwe
1,10/29/2009,Dhaka,Bangladesh,Zimbabwe
1,10/31/2009,Delhi,India,Australia
1,10/31/2009,Delhi,India,Australia
1,10/31/2009,Dhaka,Bangladesh,Zimbabwe
1,10/31/2009,Dhaka,Bangladesh,Zimbabwe
1,11/2/2009,Mohali,India,Australia
1,11/2/2009,Mohali,India,Australia
1,11/3/2009,Abu Dhabi,New Zealand,Pakistan
1,11/3/2009,Abu Dhabi,New Zealand,Pakistan
1,11/3/2009,Chattogram,Bangladesh,Zimbabwe
1,11/3/2009,Chattogram,Bangladesh,Zimbabwe
1,11/5/2009,Hyderabad (Deccan),India,Australia
1,11/5/2009,Hyderabad (Deccan),India,Australia
1,11/5/2009,Chattogram,Bangladesh,Zimbabwe
1,11/5/2009,Chattogram,Bangladesh,Zimbabwe
1,11/6/2009,Abu Dhabi,New Zealand,Pakistan
1,11/6/2009,Abu Dhabi,New Zealand,Pakistan
1,11/8/2009,Benoni,South Africa,Zimbabwe
1,11/8/2009,Benoni,South Africa,Zimbabwe
1,11/8/2009,Guwahati,India,Australia
1,11/8/2009,Guwahati,India,Australia
1,11/9/2009,Abu Dhabi,New Zealand,Pakistan
1,11/9/2009,Abu Dhabi,New Zealand,Pakistan
1,11/10/2009,Centurion,South Africa,Zimbabwe
1,11/10/2009,Centurion,South Africa,Zimbabwe
1,11/11/2009,Mumbai,India,Australia
1,11/11/2009,Mumbai,India,Australia
1,11/20/2009,Johannesburg,South Africa,England
1,11/20/2009,Johannesburg,South Africa,England
1,11/22/2009,Centurion,South Africa,England
1,11/22/2009,Centurion,South Africa,England
1,11/27/2009,Cape Town,South Africa,England
1,11/27/2009,Cape Town,South Africa,England
1,11/29/2009,Port Elizabeth,South Africa,England
1,11/29/2009,Port Elizabeth,South Africa,England
1,12/4/2009,Durban,South Africa,England
1,12/4/2009,Durban,South Africa,England
1,12/15/2009,Rajkot,India,Sri Lanka
1,12/15/2009,Rajkot,India,Sri Lanka
1,12/18/2009,Nagpur,India,Sri Lanka
1,12/18/2009,Nagpur,India,Sri Lanka
1,12/21/2009,Cuttack,India,Sri Lanka
1,12/21/2009,Cuttack,India,Sri Lanka
1,12/24/2009,Kolkata,India,Sri Lanka
1,12/24/2009,Kolkata,India,Sri Lanka
1,12/27/2009,Delhi,India,Sri Lanka
1,12/27/2009,Delhi,India,Sri Lanka
1,1/4/2010,Dhaka,Bangladesh,Sri Lanka
1,1/4/2010,Dhaka,Bangladesh,Sri Lanka
1,1/5/2010,Dhaka,India,Sri Lanka
1,1/5/2010,Dhaka,India,Sri Lanka
1,1/7/2010,Dhaka,Bangladesh,India
1,1/7/2010,Dhaka,Bangladesh,India
1,1/8/2010,Dhaka,Bangladesh,Sri Lanka
1,1/8/2010,Dhaka,Bangladesh,Sri Lanka
1,1/10/2010,Dhaka,India,Sri Lanka
1,1/10/2010,Dhaka,India,Sri Lanka
1,1/11/2010,Dhaka,Bangladesh,India
1,1/11/2010,Dhaka,Bangladesh,India
1,1/13/2010,Dhaka,India,Sri Lanka
1,1/13/2010,Dhaka,India,Sri Lanka
1,1/22/2010,Brisbane,Australia,Pakistan
1,1/22/2010,Brisbane,Australia,Pakistan
1,1/24/2010,Sydney,Australia,Pakistan
1,1/24/2010,Sydney,Australia,Pakistan
1,1/26/2010,Adelaide,Australia,Pakistan
1,1/26/2010,Adelaide,Australia,Pakistan
1,1/29/2010,Perth,Australia,Pakistan
1,1/29/2010,Perth,Australia,Pakistan
1,1/31/2010,Perth,Australia,Pakistan
1,1/31/2010,Perth,Australia,Pakistan
1,2/5/2010,Napier,New Zealand,Bangladesh
1,2/5/2010,Napier,New Zealand,Bangladesh
1,2/7/2010,Melbourne,Australia,West Indies
1,2/7/2010,Melbourne,Australia,West Indies
1,2/8/2010,Dunedin,New Zealand,Bangladesh
1,2/8/2010,Dunedin,New Zealand,Bangladesh
1,2/9/2010,Adelaide,Australia,West Indies
1,2/9/2010,Adelaide,Australia,West Indies
1,2/11/2010,Christchurch,New Zealand,Bangladesh
1,2/11/2010,Christchurch,New Zealand,Bangladesh
1,2/12/2010,Sydney,Australia,West Indies
1,2/12/2010,Sydney,Australia,West Indies
1,2/14/2010,Brisbane,Australia,West Indies
1,2/14/2010,Brisbane,Australia,West Indies
1,2/16/2010,Nairobi (Gym),Kenya,Netherlands
1,2/16/2010,Nairobi (Gym),Kenya,Netherlands
1,2/16/2010,Sharjah,Afghanistan,Canada
1,2/18/2010,Nairobi (Gym),Kenya,Netherlands
1,2/18/2010,Nairobi (Gym),Kenya,Netherlands
1,2/18/2010,Sharjah,Afghanistan,Canada
1,2/19/2010,Melbourne,Australia,West Indies
1,2/19/2010,Melbourne,Australia,West Indies
1,2/21/2010,Jaipur,India,South Africa
1,2/21/2010,Jaipur,India,South Africa
1,2/24/2010,Gwalior,India,South Africa
1,2/24/2010,Gwalior,India,South Africa
1,2/27/2010,Ahmedabad,India,South Africa
1,2/27/2010,Ahmedabad,India,South Africa
1,2/28/2010,Dhaka,Bangladesh,England
1,2/28/2010,Dhaka,Bangladesh,England
1,3/2/2010,Dhaka,Bangladesh,England
1,3/2/2010,Dhaka,Bangladesh,England
1,3/3/2010,Napier,New Zealand,Australia
1,3/3/2010,Napier,New Zealand,Australia
1,3/4/2010,Providence,West Indies,Zimbabwe
1,3/4/2010,Providence,West Indies,Zimbabwe
1,3/5/2010,Chattogram,Bangladesh,England
1,3/5/2010,Chattogram,Bangladesh,England
1,3/6/2010,Providence,West Indies,Zimbabwe
1,3/6/2010,Providence,West Indies,Zimbabwe
1,3/6/2010,Auckland,New Zealand,Australia
1,3/6/2010,Auckland,New Zealand,Australia
1,3/9/2010,Hamilton,New Zealand,Australia
1,3/9/2010,Hamilton,New Zealand,Australia
1,3/10/2010,Kingstown,West Indies,Zimbabwe
1,3/10/2010,Kingstown,West Indies,Zimbabwe
1,3/11/2010,Auckland,New Zealand,Australia
1,3/11/2010,Auckland,New Zealand,Australia
1,3/12/2010,Kingstown,West Indies,Zimbabwe
1,3/12/2010,Kingstown,West Indies,Zimbabwe
1,3/13/2010,Wellington,New Zealand,Australia
1,3/13/2010,Wellington,New Zealand,Australia
1,3/14/2010,Kingstown,West Indies,Zimbabwe
1,3/14/2010,Kingstown,West Indies,Zimbabwe
1,4/13/2010,Kingston,West Indies,Canada
1,4/15/2010,Kingston,West Indies,Ireland
1,4/15/2010,Kingston,West Indies,Ireland
1,5/22/2010,North Sound,West Indies,South Africa
1,5/22/2010,North Sound,West Indies,South Africa
1,5/24/2010,North Sound,West Indies,South Africa
1,5/24/2010,North Sound,West Indies,South Africa
1,5/28/2010,Bulawayo,Zimbabwe,India
1,5/28/2010,Bulawayo,Zimbabwe,India
1,5/28/2010,Roseau,West Indies,South Africa
1,5/28/2010,Roseau,West Indies,South Africa
1,5/30/2010,Roseau,West Indies,South Africa
1,5/30/2010,Roseau,West Indies,South Africa
1,5/30/2010,Bulawayo,India,Sri Lanka
1,5/30/2010,Bulawayo,India,Sri Lanka
1,6/1/2010,Bulawayo,Zimbabwe,Sri Lanka
1,6/1/2010,Bulawayo,Zimbabwe,Sri Lanka
1,6/3/2010,Harare,Zimbabwe,India
1,6/3/2010,Harare,Zimbabwe,India
1,6/3/2010,Port of Spain,West Indies,South Africa
1,6/3/2010,Port of Spain,West Indies,South Africa
1,6/5/2010,Harare,India,Sri Lanka
1,6/5/2010,Harare,India,Sri Lanka
1,6/7/2010,Harare,Zimbabwe,Sri Lanka
1,6/7/2010,Harare,Zimbabwe,Sri Lanka
1,6/9/2010,Harare,Zimbabwe,Sri Lanka
1,6/9/2010,Harare,Zimbabwe,Sri Lanka
1,6/15/2010,Dambulla,Sri Lanka,Pakistan
1,6/15/2010,Dambulla,Sri Lanka,Pakistan
1,6/15/2010,Rotterdam,Netherlands,Scotland
1,6/15/2010,Rotterdam,Netherlands,Scotland
1,6/16/2010,Dambulla,Bangladesh,India
1,6/16/2010,Dambulla,Bangladesh,India
1,6/17/2010,Dublin,Ireland,Australia
1,6/17/2010,Dublin,Ireland,Australia
1,6/18/2010,Dambulla,Sri Lanka,Bangladesh
1,6/18/2010,Dambulla,Sri Lanka,Bangladesh
1,6/19/2010,Edinburgh,Scotland,England
1,6/19/2010,Edinburgh,Scotland,England
1,6/19/2010,Dambulla,India,Pakistan
1,6/19/2010,Dambulla,India,Pakistan
1,6/21/2010,Dambulla,Bangladesh,Pakistan
1,6/21/2010,Dambulla,Bangladesh,Pakistan
1,6/22/2010,Dambulla,Sri Lanka,India
1,6/22/2010,Dambulla,Sri Lanka,India
1,6/22/2010,Southampton,England,Australia
1,6/22/2010,Southampton,England,Australia
1,6/24/2010,Dambulla,Sri Lanka,India
1,6/24/2010,Dambulla,Sri Lanka,India
1,6/24/2010,Cardiff,England,Australia
1,6/24/2010,Cardiff,England,Australia
1,6/27/2010,Manchester,England,Australia
1,6/27/2010,Manchester,England,Australia
1,6/30/2010,The Oval,England,Australia
1,6/30/2010,The Oval,England,Australia
1,7/1/2010,Amstelveen,Netherlands,Scotland
1,7/1/2010,Amstelveen,Netherlands,Scotland
1,7/1/2010,Rotterdam,Ireland,Kenya
1,7/1/2010,Rotterdam,Ireland,Kenya
1,7/1/2010,The Hague,Afghanistan,Canada
1,7/3/2010,The Hague,Netherlands,Kenya
1,7/3/2010,The Hague,Netherlands,Kenya
1,7/3/2010,Lord's,England,Australia
1,7/3/2010,Lord's,England,Australia
1,7/3/2010,Amstelveen,Canada,Scotland
1,7/3/2010,Rotterdam,Afghanistan,Ireland
1,7/3/2010,Rotterdam,Afghanistan,Ireland
1,7/5/2010,Rotterdam,Netherlands,Canada
1,7/5/2010,The Hague,Ireland,Scotland
1,7/5/2010,The Hague,Ireland,Scotland
1,7/5/2010,Amstelveen,Afghanistan,Kenya
1,7/5/2010,Amstelveen,Afghanistan,Kenya
1,7/7/2010,The Hague,Netherlands,Afghanistan
1,7/7/2010,The Hague,Netherlands,Afghanistan
1,7/7/2010,Rotterdam,Kenya,Scotland
1,7/7/2010,Rotterdam,Kenya,Scotland
1,7/7/2010,Amstelveen,Canada,Ireland
1,7/8/2010,Nottingham,England,Bangladesh
1,7/8/2010,Nottingham,England,Bangladesh
1,7/9/2010,Amstelveen,Netherlands,Ireland
1,7/9/2010,Amstelveen,Netherlands,Ireland
1,7/9/2010,Schiedam,Canada,Kenya
1,7/9/2010,Rotterdam,Afghanistan,Scotland
1,7/9/2010,Rotterdam,Afghanistan,Scotland
1,7/10/2010,Rotterdam,Netherlands,Afghanistan
1,7/10/2010,Rotterdam,Netherlands,Afghanistan
1,7/10/2010,Amstelveen,Ireland,Scotland
1,7/10/2010,Amstelveen,Ireland,Scotland
1,7/10/2010,Bristol,England,Bangladesh
1,7/10/2010,Bristol,England,Bangladesh
1,7/10/2010,Schiedam,Canada,Kenya
1,7/12/2010,Birmingham,England,Bangladesh
1,7/12/2010,Birmingham,England,Bangladesh
1,7/15/2010,Belfast,Ireland,Bangladesh
1,7/15/2010,Belfast,Ireland,Bangladesh
1,7/16/2010,Belfast,Ireland,Bangladesh
1,7/16/2010,Belfast,Ireland,Bangladesh
1,7/19/2010,Glasgow,Scotland,Bangladesh
1,7/19/2010,Glasgow,Scotland,Bangladesh
1,7/20/2010,Glasgow,Bangladesh,Netherlands
1,7/20/2010,Glasgow,Bangladesh,Netherlands
1,8/10/2010,Dambulla,India,New Zealand
1,8/10/2010,Dambulla,India,New Zealand
1,8/13/2010,Dambulla,Sri Lanka,New Zealand
1,8/13/2010,Dambulla,Sri Lanka,New Zealand
1,8/16/2010,Dambulla,Sri Lanka,India
1,8/16/2010,Dambulla,Sri Lanka,India
1,8/16/2010,Ayr,Scotland,Afghanistan
1,8/16/2010,Ayr,Scotland,Afghanistan
1,8/16/2010,Dublin,Ireland,Netherlands
1,8/16/2010,Dublin,Ireland,Netherlands
1,8/17/2010,Ayr,Scotland,Afghanistan
1,8/17/2010,Ayr,Scotland,Afghanistan
1,8/18/2010,Dublin,Ireland,Netherlands
1,8/18/2010,Dublin,Ireland,Netherlands
1,8/19/2010,Dambulla,Sri Lanka,New Zealand
1,8/19/2010,Dambulla,Sri Lanka,New Zealand
1,8/22/2010,Dambulla,Sri Lanka,India
1,8/22/2010,Dambulla,Sri Lanka,India
1,8/25/2010,Dambulla,India,New Zealand
1,8/25/2010,Dambulla,India,New Zealand
1,8/28/2010,Dambulla,Sri Lanka,India
1,8/28/2010,Dambulla,Sri Lanka,India
1,9/6/2010,Toronto,Canada,Ireland
1,9/7/2010,Toronto,Canada,Ireland
1,9/10/2010,Chester-le-Street,England,Pakistan
1,9/10/2010,Chester-le-Street,England,Pakistan
1,9/12/2010,Leeds,England,Pakistan
1,9/12/2010,Leeds,England,Pakistan
1,9/17/2010,The Oval,England,Pakistan
1,9/17/2010,The Oval,England,Pakistan
1,9/20/2010,Lord's,England,Pakistan
1,9/20/2010,Lord's,England,Pakistan
1,9/22/2010,Southampton,England,Pakistan
1,9/22/2010,Southampton,England,Pakistan
1,9/26/2010,Harare,Zimbabwe,Ireland
1,9/26/2010,Harare,Zimbabwe,Ireland
1,9/28/2010,Harare,Zimbabwe,Ireland
1,9/28/2010,Harare,Zimbabwe,Ireland
1,9/30/2010,Harare,Zimbabwe,Ireland
1,9/30/2010,Harare,Zimbabwe,Ireland
1,10/5/2010,Dhaka,Bangladesh,New Zealand
1,10/5/2010,Dhaka,Bangladesh,New Zealand
1,10/7/2010,Nairobi (Gym),Kenya,Afghanistan
1,10/7/2010,Nairobi (Gym),Kenya,Afghanistan
1,10/8/2010,Dhaka,Bangladesh,New Zealand
1,10/8/2010,Dhaka,Bangladesh,New Zealand
1,10/9/2010,Nairobi (Gym),Kenya,Afghanistan
1,10/9/2010,Nairobi (Gym),Kenya,Afghanistan
1,10/11/2010,Nairobi (Gym),Kenya,Afghanistan
1,10/11/2010,Nairobi (Gym),Kenya,Afghanistan
1,10/11/2010,Dhaka,Bangladesh,New Zealand
1,10/11/2010,Dhaka,Bangladesh,New Zealand
1,10/14/2010,Dhaka,Bangladesh,New Zealand
1,10/14/2010,Dhaka,Bangladesh,New Zealand
1,10/15/2010,Bloemfontein,South Africa,Zimbabwe
1,10/15/2010,Bloemfontein,South Africa,Zimbabwe
1,10/17/2010,Potchefstroom,South Africa,Zimbabwe
1,10/17/2010,Potchefstroom,South Africa,Zimbabwe
1,10/17/2010,Kochi,India,Australia
1,10/17/2010,Kochi,India,Australia
1,10/17/2010,Dhaka,Bangladesh,New Zealand
1,10/17/2010,Dhaka,Bangladesh,New Zealand
1,10/20/2010,Visakhapatnam,India,Australia
1,10/20/2010,Visakhapatnam,India,Australia
1,10/22/2010,Benoni,South Africa,Zimbabwe
1,10/22/2010,Benoni,South Africa,Zimbabwe
1,10/24/2010,Margao,India,Australia
1,10/24/2010,Margao,India,Australia
1,10/29/2010,Abu Dhabi,Pakistan,South Africa
1,10/29/2010,Abu Dhabi,Pakistan,South Africa
1,10/31/2010,Abu Dhabi,Pakistan,South Africa
1,10/31/2010,Abu Dhabi,Pakistan,South Africa
1,11/2/2010,Dubai (DSC),Pakistan,South Africa
1,11/2/2010,Dubai (DSC),Pakistan,South Africa
1,11/3/2010,Melbourne,Australia,Sri Lanka
1,11/3/2010,Melbourne,Australia,Sri Lanka
1,11/5/2010,Dubai (DSC),Pakistan,South Africa
1,11/5/2010,Dubai (DSC),Pakistan,South Africa
1,11/5/2010,Sydney,Australia,Sri Lanka
1,11/5/2010,Sydney,Australia,Sri Lanka
1,11/7/2010,Brisbane,Australia,Sri Lanka
1,11/7/2010,Brisbane,Australia,Sri Lanka
1,11/8/2010,Dubai (DSC),Pakistan,South Africa
1,11/8/2010,Dubai (DSC),Pakistan,South Africa
1,11/28/2010,Guwahati,India,New Zealand
1,11/28/2010,Guwahati,India,New Zealand
1,12/1/2010,Jaipur,India,New Zealand
1,12/1/2010,Jaipur,India,New Zealand
1,12/1/2010,Dhaka,Bangladesh,Zimbabwe
1,12/1/2010,Dhaka,Bangladesh,Zimbabwe
1,12/3/2010,Dhaka,Bangladesh,Zimbabwe
1,12/3/2010,Dhaka,Bangladesh,Zimbabwe
1,12/4/2010,Vadodara,India,New Zealand
1,12/4/2010,Vadodara,India,New Zealand
1,12/6/2010,Dhaka,Bangladesh,Zimbabwe
1,12/6/2010,Dhaka,Bangladesh,Zimbabwe
1,12/7/2010,Bengaluru,India,New Zealand
1,12/7/2010,Bengaluru,India,New Zealand
1,12/10/2010,Chennai,India,New Zealand
1,12/10/2010,Chennai,India,New Zealand
1,12/10/2010,Chattogram,Bangladesh,Zimbabwe
1,12/10/2010,Chattogram,Bangladesh,Zimbabwe
1,12/12/2010,Chattogram,Bangladesh,Zimbabwe
1,12/12/2010,Chattogram,Bangladesh,Zimbabwe
1,1/12/2011,Durban,South Africa,India
1,1/12/2011,Durban,South Africa,India
1,1/15/2011,Johannesburg,South Africa,India
1,1/15/2011,Johannesburg,South Africa,India
1,1/16/2011,Melbourne,Australia,England
1,1/16/2011,Melbourne,Australia,England
1,1/18/2011,Cape Town,South Africa,India
1,1/18/2011,Cape Town,South Africa,India
1,1/21/2011,Port Elizabeth,South Africa,India
1,1/21/2011,Port Elizabeth,South Africa,India
1,1/21/2011,Hobart,Australia,England
1,1/21/2011,Hobart,Australia,England
1,1/22/2011,Wellington,New Zealand,Pakistan
1,1/22/2011,Wellington,New Zealand,Pakistan
1,1/23/2011,Centurion,South Africa,India
1,1/23/2011,Centurion,South Africa,India
1,1/23/2011,Sydney,Australia,England
1,1/23/2011,Sydney,Australia,England
1,1/26/2011,Queenstown,New Zealand,Pakistan
1,1/26/2011,Queenstown,New Zealand,Pakistan
1,1/26/2011,Adelaide,Australia,England
1,1/26/2011,Adelaide,Australia,England
1,1/29/2011,Christchurch,New Zealand,Pakistan
1,1/29/2011,Christchurch,New Zealand,Pakistan
1,1/30/2011,Brisbane,Australia,England
1,1/30/2011,Brisbane,Australia,England
1,1/31/2011,Colombo (SSC),Sri Lanka,West Indies
1,1/31/2011,Colombo (SSC),Sri Lanka,West Indies
1,2/1/2011,Napier,New Zealand,Pakistan
1,2/1/2011,Napier,New Zealand,Pakistan
1,2/2/2011,Sydney,Australia,England
1,2/2/2011,Sydney,Australia,England
1,2/3/2011,Colombo (SSC),Sri Lanka,West Indies
1,2/3/2011,Colombo (SSC),Sri Lanka,West Indies
1,2/3/2011,Hamilton,New Zealand,Pakistan
1,2/3/2011,Hamilton,New Zealand,Pakistan
1,2/5/2011,Auckland,New Zealand,Pakistan
1,2/5/2011,Auckland,New Zealand,Pakistan
1,2/6/2011,Colombo (SSC),Sri Lanka,West Indies
1,2/6/2011,Colombo (SSC),Sri Lanka,West Indies
1,2/6/2011,Perth,Australia,England
1,2/6/2011,Perth,Australia,England
1,2/19/2011,Dhaka,Bangladesh,India
1,2/19/2011,Dhaka,Bangladesh,India
1,2/20/2011,Hambantota,Sri Lanka,Canada
1,2/20/2011,Chennai,Kenya,New Zealand
1,2/20/2011,Chennai,Kenya,New Zealand
1,2/21/2011,Ahmedabad,Australia,Zimbabwe
1,2/21/2011,Ahmedabad,Australia,Zimbabwe
1,2/22/2011,Nagpur,England,Netherlands
1,2/22/2011,Nagpur,England,Netherlands
1,2/23/2011,Hambantota,Kenya,Pakistan
1,2/23/2011,Hambantota,Kenya,Pakistan
1,2/24/2011,Delhi,South Africa,West Indies
1,2/24/2011,Delhi,South Africa,West Indies
1,2/25/2011,Dhaka,Bangladesh,Ireland
1,2/25/2011,Dhaka,Bangladesh,Ireland
1,2/25/2011,Nagpur,Australia,New Zealand
1,2/25/2011,Nagpur,Australia,New Zealand
1,2/26/2011,Colombo (RPS),Sri Lanka,Pakistan
1,2/26/2011,Colombo (RPS),Sri Lanka,Pakistan
1,2/27/2011,Bengaluru,India,England
1,2/27/2011,Bengaluru,India,England
1,2/28/2011,Delhi,Netherlands,West Indies
1,2/28/2011,Delhi,Netherlands,West Indies
1,2/28/2011,Nagpur,Canada,Zimbabwe
1,3/1/2011,Colombo (RPS),Sri Lanka,Kenya
1,3/1/2011,Colombo (RPS),Sri Lanka,Kenya
1,3/2/2011,Bengaluru,England,Ireland
1,3/2/2011,Bengaluru,England,Ireland
1,3/3/2011,Mohali,Netherlands,South Africa
1,3/3/2011,Mohali,Netherlands,South Africa
1,3/3/2011,Colombo (RPS),Canada,Pakistan
1,3/4/2011,Ahmedabad,New Zealand,Zimbabwe
1,3/4/2011,Ahmedabad,New Zealand,Zimbabwe
1,3/4/2011,Dhaka,Bangladesh,West Indies
1,3/4/2011,Dhaka,Bangladesh,West Indies
1,3/5/2011,Colombo (RPS),Sri Lanka,Australia
1,3/5/2011,Colombo (RPS),Sri Lanka,Australia
1,3/6/2011,Bengaluru,India,Ireland
1,3/6/2011,Bengaluru,India,Ireland
1,3/6/2011,Chennai,England,South Africa
1,3/6/2011,Chennai,England,South Africa
1,3/7/2011,Delhi,Canada,Kenya
1,3/8/2011,Pallekele,New Zealand,Pakistan
1,3/8/2011,Pallekele,New Zealand,Pakistan
1,3/9/2011,Delhi,India,Netherlands
1,3/9/2011,Delhi,India,Netherlands
1,3/10/2011,Pallekele,Sri Lanka,Zimbabwe
1,3/10/2011,Pallekele,Sri Lanka,Zimbabwe
1,3/11/2011,Mohali,Ireland,West Indies
1,3/11/2011,Mohali,Ireland,West Indies
1,3/11/2011,Chattogram,Bangladesh,England
1,3/11/2011,Chattogram,Bangladesh,England
1,3/12/2011,Nagpur,India,South Africa
1,3/12/2011,Nagpur,India,South Africa
1,3/13/2011,Mumbai,Canada,New Zealand
1,3/13/2011,Bengaluru,Australia,Kenya
1,3/13/2011,Bengaluru,Australia,Kenya
1,3/14/2011,Pallekele,Pakistan,Zimbabwe
1,3/14/2011,Pallekele,Pakistan,Zimbabwe
1,3/14/2011,Chattogram,Bangladesh,Netherlands
1,3/14/2011,Chattogram,Bangladesh,Netherlands
1,3/15/2011,Kolkata,Ireland,South Africa
1,3/15/2011,Kolkata,Ireland,South Africa
1,3/16/2011,Bengaluru,Australia,Canada
1,3/17/2011,Chennai,England,West Indies
1,3/17/2011,Chennai,England,West Indies
1,3/18/2011,Mumbai,New Zealand,Sri Lanka
1,3/18/2011,Mumbai,New Zealand,Sri Lanka
1,3/18/2011,Kolkata,Ireland,Netherlands
1,3/18/2011,Kolkata,Ireland,Netherlands
1,3/19/2011,Dhaka,Bangladesh,South Africa
1,3/19/2011,Dhaka,Bangladesh,South Africa
1,3/19/2011,Colombo (RPS),Australia,Pakistan
1,3/19/2011,Colombo (RPS),Australia,Pakistan
1,3/20/2011,Kolkata,Kenya,Zimbabwe
1,3/20/2011,Kolkata,Kenya,Zimbabwe
1,3/20/2011,Chennai,India,West Indies
1,3/20/2011,Chennai,India,West Indies
1,3/23/2011,Dhaka,Pakistan,West Indies
1,3/23/2011,Dhaka,Pakistan,West Indies
